DATE,FPCPITOTLZGUSA
2008-01-01,3.839100296651
2009-01-01,-0.355546266299721
2010-01-01,1.64004344238988
2011-01-01,3.15684156862221
2012-01-01,2.0693372652606
2013-01-01,1.46483265562683
